predictor,n,diagnosis,score_fun,score
DNN,22,NORM,Specificity,0.5658852061438965
DNN,22,NORM,F1 score,0.7699373695198329
DNN,22,CD,Precision,0.48401162790697677
DNN,22,CD,Recall,0.9116809116809117
DNN,22,CD,Specificity,0.8104008667388949
DNN,22,CD,F1 score,0.6381322957198443
DNN,22,HYP,Precision,0.4273972602739726
DNN,22,HYP,Recall,0.7363636363636363
DNN,22,HYP,Specificity,0.8928571428571429
DNN,22,HYP,F1 score,0.5464285714285714
DNN,22,MI,Precision,0.385
DNN,22,MI,Recall,0.3492063492063492
DNN,22,MI,Specificity,0.9359359359359359
DNN,22,MI,F1 score,0.37333333333333335
DNN,22,STTC,Precision,0.5714285714285714
DNN,22,STTC,Recall,0.34782608695652173
DNN,22,STTC,Specificity,0.9747023809523809
DNN,22,STTC,F1 score,0.43986254295532645
DNN,23,NORM,Precision,0.630844382414515
DNN,23,NORM,Recall,0.9825282631038027
DNN,23,NORM,Specificity,0.5666400638467678
DNN,23,NORM,F1 score,0.7701661937576003
DNN,23,CD,Precision,0.4849445324881141
DNN,23,CD,Recall,0.9119170984455959
DNN,23,CD,Specificity,0.8104189044038668
DNN,23,CD,F1 score,0.6381709741550696
DNN,23,HYP,Precision,0.4289772727272727
DNN,23,HYP,Recall,0.7368421052631579
DNN,23,HYP,Specificity,0.892964824120603
DNN,23,HYP,F1 score,0.5464895635673624
DNN,23,MI,Precision,0.3850267379679144
DNN,23,MI,Recall,0.35023041474654376
DNN,23,MI,Specificity,0.93600812595226
DNN,23,MI,F1 score,0.3746958637469586
DNN,23,STTC,Precision,0.5714285714285714
DNN,23,STTC,Recall,0.34782608695652173
DNN,23,STTC,Specificity,0.9747149231531979
DNN,23,STTC,F1 score,0.4411764705882353
DNN,24,NORM,Precision,0.6309192200557103
DNN,24,NORM,Recall,0.9827760891590679
DNN,24,NORM,Specificity,0.567043618739903
DNN,24,NORM,F1 score,0.7702020202020202
DNN,24,CD,Precision,0.48536209553158705
DNN,24,CD,Recall,0.9120603015075377
DNN,24,CD,Specificity,0.8104291146116241
